1.999980000199998109e+00 0.000000000000000000e+00
1.995953393711177748e+00 1.268465708665714453e-01
1.983889787964228102e+00 2.531823754769527701e-01
1.963837758830705882e+00 3.784987042508607957e-01
1.935878048736163093e+00 5.022909526783241319e-01
1.900123241538634877e+00 6.240606531844332672e-01
1.856717309192796206e+00 7.433174822828388928e-01
1.805835032025202125e+00 8.595812349359081006e-01
1.747681294954952502e+00 9.723837581714963596e-01
1.682490262493619770e+00 1.081270836170351135e+00
1.610524435846409252e+00 1.185804019233577700e+00
1.532073595911242148e+00 1.285562389265571870e+00
1.447453636431877966e+00 1.380144254663460579e+00
1.357005292003526931e+00 1.469168767788343377e+00
1.261092766052741787e+00 1.552277458505373575e+00
1.160102264316164922e+00 1.629135677617678635e+00
1.054440439723179690e+00 1.699433944381949502e+00
9.445327549442571469e-01 1.762889192679778727e+00
8.308217691982555664e-01 1.819245910826887691e+00
7.137653562168901900e-01 1.868277170430709511e+00
5.938348605417054227e-01 1.909785540153547290e+00
4.715131995771258966e-01 1.943603880702010178e+00
3.472929190414436595e-01 1.969596017841703572e+00
2.216742096450919630e-01 1.987657290727351533e+00
9.516289298143423836e-02 1.997714973340616762e+00
-3.173161526105649360e-02 1.999728567338926899e+00
-1.584983565655257998e-01 1.993689965136479669e+00
-2.846268870750438551e-01 1.979623482561245318e+00
-4.096093330211418304e-01 1.957585760957163412e+00
-5.329424358210377299e-01 1.927665539126674377e+00
-6.541295786159290193e-01 1.889983296033223237e+00
-7.726827861010514553e-01 1.844690765704338764e+00
-8.881246896114276534e-01 1.791970326291351556e+00
-9.999904495763355383e-01 1.732034265749855972e+00
-1.107829627642477277e+00 1.665123927103917545e+00
-1.211208000994606682e+00 1.591508736745223640e+00
-1.309709311681140020e+00 1.511485119694978119e+00
-1.402936944098063243e+00 1.425375306221033922e+00
-1.490515524233461564e+00 1.333526034657296799e+00
-1.572092434908095804e+00 1.236307155721922957e+00
-1.647339242253342384e+00 1.134110144088827266e+00
-1.715953030517827660e+00 1.027346523466504680e+00
-1.777657646258999247e+00 9.164462120633094511e-01
-1.832204862831236403e+00 8.018557962980045195e-01
-1.879375504476766823e+00 6.840367426385715044e-01
-1.918980665748457826e+00 5.634635629002515689e-01
-1.950863565157125334e+00 4.406219670674347832e-01
-1.974904844399596904e+00 3.160071229804777837e-01
-1.991055390106209799e+00 1.901227378606117346e-01
-2.000162520895116369e+00 6.349298947745438126e-02
-2.000162520895116369e+00 -6.349298947745476984e-02
-1.991055390106209799e+00 -1.901227378606121232e-01
-1.974904844399596682e+00 -3.160071229804782278e-01
-1.950863565157125334e+00 -4.406219670674343392e-01
-1.918980665748457604e+00 -5.634635629002520130e-01
-1.879375504476767045e+00 -6.840367426385710603e-01
-1.832204862831236403e+00 -8.018557962980049636e-01
-1.777657646258999247e+00 -9.164462120633091180e-01
-1.715953030517827438e+00 -1.027346523466505124e+00
-1.647339242253342828e+00 -1.134110144088826821e+00
-1.572092434908095804e+00 -1.236307155721923179e+00
-1.490515524233462008e+00 -1.333526034657296577e+00
-1.402936944098063021e+00 -1.425375306221034144e+00
-1.309709311681140465e+00 -1.511485119694977897e+00
-1.211208000994606460e+00 -1.591508736745223862e+00
-1.107829627642477721e+00 -1.665123927103917323e+00
-9.999904495763345391e-01 -1.732034265749856417e+00
-8.881246896114272094e-01 -1.791970326291351556e+00
-7.726827861010514553e-01 -1.844690765704338542e+00
-6.541295786159294634e-01 -1.889983296033223015e+00
-5.329424358210368418e-01 -1.927665539126674377e+00
-4.096093330211414418e-01 -1.957585760957163412e+00
-2.846268870750439106e-01 -1.979623482561245318e+00
-1.584983565655262716e-01 -1.993689965136479669e+00
-3.173161526105565400e-02 -1.999728567338926677e+00
9.516289298143464082e-02 -1.997714973340616762e+00
2.216742096450914912e-01 -1.987657290727351533e+00
3.472929190414427159e-01 -1.969596017841703794e+00
4.715131995771262852e-01 -1.943603880702010178e+00
5.938348605417054227e-01 -1.909785540153547290e+00
7.137653562168898569e-01 -1.868277170430709733e+00
8.308217691982564546e-01 -1.819245910826887247e+00
9.445327549442574799e-01 -1.762889192679778727e+00
1.054440439723179468e+00 -1.699433944381949502e+00
1.160102264316164256e+00 -1.629135677617678857e+00
1.261092766052742453e+00 -1.552277458505373131e+00
1.357005292003527153e+00 -1.469168767788342933e+00
1.447453636431877966e+00 -1.380144254663460579e+00
1.532073595911241481e+00 -1.285562389265572314e+00
1.610524435846409474e+00 -1.185804019233577034e+00
1.682490262493619770e+00 -1.081270836170351135e+00
1.747681294954952280e+00 -9.723837581714965816e-01
1.805835032025202125e+00 -8.595812349359086557e-01
1.856717309192796428e+00 -7.433174822828383377e-01
1.900123241538634877e+00 -6.240606531844331561e-01
1.935878048736163093e+00 -5.022909526783244649e-01
1.963837758830705882e+00 -3.784987042508598520e-01
1.983889787964228324e+00 -2.531823754769523815e-01
1.995953393711177748e+00 -1.268465708665714731e-01
1.999980000199998109e+00 -4.898538211207301173e-16
